movie_id,original_id,name,date,tagline,description,minute,theatrical_release_age_rating,rating
5752,1021927,Visions of Eight,1973,Eight directors capture what the naked eye cannot see,Eight acclaimed filmmakers bring their unique and differing perspectives to the 1972 Summer Olympic Games held in Munich. The segments include Lelouch's take on Olympic losers and their struggle to remain dignified even in the face of bitter disappointment and defeat; Zetterling's dramatic exploration of the world of weightlifting; and Pfleghar's piece on young Russian gymnast Ludmilla Tourischev's majestic performance on the uneven bars.,110,,3.58
5753,1021929,Monty Python Live at the Hollywood Bowl,1982,"Never before in the history of human civilization has there been a movie called ""Monty Python Live at the Hollywood Bowl""","Monty Python perform many of their greatest sketches at the Hollywood Bowl, including several from pre-Python days.",80,R,3.81
5754,1021934,In Harm's Way,1965,Stripped of everything - they lived and loved and fought as if there were no tomorrow...,A naval officer reprimanded after Pearl Harbor is later promoted to rear admiral and gets a second chance to prove himself against the Japanese.,165,NR,3.5
5755,1021947,Species III,2004,Beauty is only skin deep,"After she delivers her child in an ambulance, alien Eve is killed by a half-breed. Fortunately, Dr. Abbot scoops up the baby alien and escapes. In time, the baby grows into a gorgeous blonde named Sara and begins her quest to find a worthy mate. But Sara is also savage and leaves a trail of deaths in her wake. This carnage makes chemistry student Dean question whether to help her race or not.",111,R,1.89
5756,1021949,Touch,1997,Everyone wants a piece of the action.,"Down-and-out former preacher Bill Hill witnesses stranger Juvenal save a woman from her abusive husband by defusing the latter's anger — and ending his wife's blindness. Determined to profit from Juvenal's mystical powers, Bill asks an old friend, Lynn Faulkner, to sneak into the Alcoholics Anonymous facility where Juvenal works as a counselor, but she finds herself falling for the healer.",96,R,2.88
5757,1021957,D.O.A.,1988,"Someone poisoned Dexter Cornell. He's got to find out who. He's got to find out why. He's got to find out now. In 24 hours, he'll be Dead On Arrival.","Dexter Cornell, an English Professor becomes embroiled in a series of murders involving people around him. Dexter has good reason to want to find the murderer but hasn't much time. He finds help and comfort from one of his student, Sydney Fuller.",96,R,3.07
5758,1021959,"Come Back, Little Sheba",1952,That girl in their house spelled trouble!,A mismatched couple's marital problems come to the surface when the husband develops an interest in their pretty boarder.,96,NR,3.57
5759,1021970,Funny Lady,1975,How Lucky Can You Get!,"Famous singer Fanny Brice has divorced her first husband Nicky Arnstein. During the Great Depression she has trouble finding work as an artist, but meets Billy Rose, a newcomer who writes lyrics and owns a nightclub.",136,PG,2.99
5760,1021982,Live Aid,1985,The day the music changed the world,"Live Aid was held on 13 July 1985, simultaneously in Wembley Stadium in London, England, and the John F. Kennedy Stadium in Philadelphia, United States. It was one of the largest scale satellite link-ups and television broadcasts of all time: watched live by an estimated global audience of 1.9 billion, across 150 nations. ""It's twelve noon in London, seven AM in Philadelphia, and around the world it's time for Live Aid...!""",960,,4.17
5761,1022002,Mortal Kombat Legends: Cage Match,2023,Neon lights... Suits with shoulder pads... Jumping from explosions in slow motion...,"In 1980s Hollywood, action star Johnny Cage is looking to become an A-list actor. But when his costar, Jennifer, goes missing from set, Johnny finds himself thrust into a world filled with shadows, danger, and deceit. As he embarks on a bloody journey, Johnny quickly discovers the City of Angels has more than a few devils in its midst.",80,,3.05
5762,1022008,Embrace of the Vampire,1995,Between innocence and evil lies the seduction.,An 18-year-old college freshman is seduced by a handsome vampire lover who introduces her to a dark world of carnal desires.,92,R,2.24
5763,1022011,Cocoon: The Return,1988,Journey to the most wonderful place in the universe... home.,"The reinvigorated elderly group that left Earth comes back to visit their relatives. Will they all decide to go back to the planet where no one grows old, or will they be tempted to remain on Earth?",116,PG,2.69
5764,1022016,That Darn Cat,1997,"This FBI agent is purring his life on the line. Fortunately, he's got nine.","While making his nightly rounds in the neighborhood, Patti's pet cat D.C. finds himself the carrier of a call for help from a kidnap victim. Patti enlists skeptical law enforcement help to find the victim before it's too late.",89,PG,2.5
5765,1022025,Marie Antoinette,1938,"A Queen... but, first of all... a woman in love!","The young Austrian princess Marie Antoinette is arranged to marry Louis XVI, future king of France, in a politically advantageous marriage for the rival countries. The opulent Marie indulges in various whims and flirtations. When Louis XV passes and Louis XVI ascends the French throne, his queen's extravagant lifestyle earns the hatred of the French people, who despise her Austrian heritage.",149,NR,3.53
5766,1022028,The Terminal Man,1974,"Harry Benson is a brilliant computer scientist. For three minutes a day, he is violently homicidal.","As the result of a head injury, brilliant computer scientist Harry Benson begins to experience violent seizures. In an attempt to control the seizures, Benson undergoes a new surgical procedure in which a microcomputer is inserted into his brain. The procedure is not entirely successful.",107,PG,2.9
5767,1022046,Warlock,1959,Wherever you've been ... Whatever you've seen ... You've never run into anything like Warlock.,"A band of murderous cowboys has imposed a reign of terror on the town of Warlock. With the sheriff humiliatingly run out of town, the residents hire the services of Clay Blaisedell as de facto town marshal. He arrives along with his friend, Tom Morgan, and sets about restoring law and order on his own terms whilst also overseeing the establishment of a gambling house and saloon.",122,NR,3.57
5768,1022053,Solarbabies,1986,"From a distant star a powerful and mystical force comes to Earth. And for those brave enough to follow, it will change their lives forever.","In a future in which most water has disappeared from the Earth, we find a group of children, mostly teenagers, who are living at an orphanage, run by the despotic rulers of the new Earth. The group in question plays a hockey based game on roller skates and is quite good. It has given them a unity that transcends the attempts to bring them to heel by the government. Finding an orb of special power, they find it has unusual effects on them. They escape from the orphanage (on skates) and try to cross the wasteland looking for a place they can live free as the storm-troopers search for them and the orb.",94,PG-13,2.53
5769,1022069,Man's Best Friend,1993,Companion. Protector. Killer.,A dog turns from man's best friend into man's worst nightmare as he attacks everything that moves.,97,,2.75
5770,1022070,Teacher's Pet,2004,Be careful what you wish for.,"Meet Spot, a clever little dog with big dreams of becoming a real boy. When Spot finds out that a crazy scientist can make his wish come true, he takes a cross-country trek with Leonard, his best friend and master, and their mom. However, Dr. Krank's experiments are a little less than perfect, and it will take Leonard and his pet pals to right this genetic wrong.",74,PG,3.02
5771,1022083,Flaming Star,1960,CHOOSE!... Between your white father and your Kiowa mother !,"Sam Burton's second wife is a Kiowa, and their son is therefore born mixed-race. When a struggle starts between the whites and the native Kiowas, the Burton family is split between loyalties.",92,PG,3.25
5772,1022085,All About the Benjamins,2002,Money can make people do funny things.,"Bucum Jackson (Cube) is a bounty hunter with a lot of attitude and no interest in taking on a partner. Working at Martinez Bail Bonds, Jackson has unorthodox methods of tracking down low-life criminals, but they work, and one day he hopes to become his own boss and open up his own private investigation firm. Reggie Wright (Epps) is a slippery con artist who is avoiding the law, and Jackson. During a cat and mouse chase, the two stumble on a multi-million dollar diamond heist. Hiding from Jackson, Wright finds himself in the thieves' getaway van and ends up having to escape from them after they discover their booty is fake, much to the displeasure of their ruthless boss (Flanagan). When Wright meets up with his girlfriend (Mendes), he discovers that his recently purchased lottery ticket is the sole winner of $60 million. Unfortunately, his wallet, which held the ticket, was left in the thieves' van, so he persuades Jackson to help him get it back.",95,R,2.85
